wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
30184|akanon|Narron_Jenork|say|I will need for you to bring me 1 Clockwork Oil Extract, 1 Minotaur Tibia, 1 Young Ebon Drake Ribcage and 1 Renegade Clockwork Scrapmetal. Return to me after you have gathered this items and I will reward you with your weapon.||||||
30185|akanon|Narron_Jenork|say|Well done, young  $N! Since you have brought me the necessary items, I now present you with this Initiate Watchman's Long Sword. Use it worthily.||||||
30186|akanon|Narron_Jenork|say|Wonderful!! Watchman Dexlin sent word that you would be returning these specimens. I shall see that the Eldritch Collective gets them.  For you there is a reward. Manik has donated a pair of Watchman Boots!!||||||
30187|akanon|Naygog_Mitope|say|Armor? For a warrior? Oh yes. You'll need to speak with Windlebeck for that.||||||
30188|akanon|Naygog_Mitope|say|Well done  $N. Take this Dull Dark Reflection Axe and sharpen it in a forge with a sharpening stone. It may take several attempts if you are unfamiliar with the process. Once the axe has been sharpened take it to Clockwork SmithXIII with a Coyote Pelt and he will put the finishing touches on the weapon.||||||
30189|akanon|Naygog_Mitope|say|This is fabulous news!!  You have done well, young one. Once you are ready for further instruction please let me know, I will guide you through your early and most dangerous days. When you have become more experienced in our art, I will be able to further instruct you on how to progress through your early ranks.||||||
30190|akanon|Rebbie_Romblerum|say|To assemble a Plague Rust Coif you will require two silk thread, ruined ebon drakeling scales, and a rebel clockwork head plate. Once you have the necessary components combine them in your Mail Assembly Kit with this Tattered Cap Pattern.||||||
30191|akanon|Rebbie_Romblerum|say|Hail  $N! You must be one of Kaxon's new trainees. Kaxon has asked me to help get you outfitted in a suit of armor to protect you from the weapons of our foes. I have assembled a kit for you that will allow you to construct the armor pieces once you have gathered the necessary components. The required components vary according to which piece of Plague Rust Mail you are planning on assembling. Do you wish to craft a plague rust coif, a plague rust bracer, plague rust gloves, plague rust boots, plague rust sleeves, plague rust leggings, or a plague rust tunic.||||||
30193|akanon|Rilgor_Plegnog|say|Very nice!! It is perfect! Here take this pen. Have fun with it.||||||
30194|akanon|Sanfyrd_Featherhead|say|Great!! Here you go, my friend. Take this crate and within you shall fill each slot with hair tonic. When all are combined within the crate, return it to me for your wing. I am not sure what the tonic was or where I got it. There is some writing on the crate, but I could not identify it.||||||
30195|akanon|Sanfyrd_Featherhead|say|Grand! We always need more scraps to melt down. Here you are, then... Some coins for supporting Ak'Anon and a salvaged item from the scrapyard.||||||
30196|akanon|Sanfyrd_Featherhead|say|Wow! I see my nephew finally read my list of items. I also see he is not delivering them himself, he is too young to bind himself to the library like that. These items should help me in my research to upgrade the scrapyard. Here let me pen a note to him so you can take it back to him.||||||
30197|akanon|Sanfyrd_Featherhead|say|Huzzah!! You are my friend. Now you can take my old toupee and get it repaired. Just go to Freeport and ask Ping to repair the toupee. Hey!! You know what? He is the guy who sells the hair tonic!! I remember now. Well,.. Get my toupee repaired and I will give you the fairie wing.||||||
30198|akanon|Sanfyrd_Featherhead|say|Double Huzzah!! You are a good friend  $N. Now mayhaps I shall find myself a wife. Here pal, the fairy wing. I hope it can give you a great head of hair. You need it.||||||
30199|akanon|Sanfyrd_Featherhead|say|Good. The citizens of Ak'Anon are safe from those little critters. They may have injured someone that is why they are deactivated. Here is something I found in the scrapyard. I hope you can find a purpose for it.||||||
30200|akanon|Silox_Azrix|despawn|self||||||
30200|akanon|Silox_Azrix|emote|%s looks up at you with a twisted gleam in his eyes. 'Something for me then, eh?' As he looks closer his skin begins to peel and stretch, a bright hot light emanating from his hands gripped around the unicorn horn. 'NOOOO!' The pure cleansing light burns away the gnome without a trace of his existence except for a tiny ball of light which you pick up.||||||
30201|akanon|Tergon_Brenclog|say|So, you have survived. There is no doubt in my mind that you achieved this solely with your own powers. Only a dim one requires the assistance of others. Take this. May it help you in your pursuit of greatness. Further tasks may bring you to that point.||||||
30202|akanon|Tergon_Brenclog|say|You have done well. I did not expect you for weeks. It is good to have my spellbook returned. It was a simple task. Now I have news of a larger matter. It has to do with a defector.||||||
30203|akanon|Tergon_Brenclog|say|The Elemental Grimoire contains the knowledge which will advance your techniques in research. With it you shall learn to research spells and scribe them for your own spellbook.||||||
30204|akanon|Tilkzog_Mournunder|say|To craft a Plague Sorcerer Wristband you require a silk thread, ebon drakeling bile, and a large rat pelt. Once you have the necessary components combine them in your Curing Kit with this Tattered Wristband Pattern.||||||
30205|akanon|Tilkzog_Mournunder|say|It is good to know that one so zealously opposed to the Dark Reflection has been eliminated. Take this Rough Hewn Staff and when you have acquired a Harpies Eye and Pristine Ebon Drakeling Scales take the Staff, Eye, and Scales to Clockwork SmithXIII. The clockwork will put the finishing touches on your new staff.||||||
30206|akanon|Tobon_Starpyre|say|Oh, he is my older brother. Used to be the leader of the Eldritch Collective. Then he founded the Observers, a pretty good piece of work. Went off his rocker a long while back, though. Became obsessed with Innoruuk and the Teir'Dal. Stays away for days at a time, nobody knows where he has been. Mother still worries about him, asked me to keep an eye on him. But he is a grown gnome, and with his mastery of the art, has little to fear in this world or others. But if you are seeking him, I would look outside Ak'Anon, in the Steamfonts. That is where he makes his home these days.||||||
30207|akanon|Tobon_Starpyre|say|Ah.. Welcome, friend! I am Tobon Starpyre, Master Wizard of Library Mechanimagica. This is our tunic - wear it with pride. Study hard, master your skills, and make us proud.||||||
30208|akanon|Tobon_Starpyre|say|Thank you for your work. I heard news of the troubles you encountered. Besides these troubles you still completed your mission. We are grateful. And as I once stated, your reward awaits.||||||
30211|akanon|Welno_Tanboots|say|Yes, I just knew you'd see it my way,  $N. Anyway, welcome to our little part of Ak'Anon's underworld. We have to pay a high price to keep our small orgainzation hidden, which keeps us all busy around here. Now throw this on, and let's put you to work.||||||
30212|akanon|Welno_Tanlonikan|say|Excellent please seek out 2 Minotaur Scalps and 2 Mountain Lion Jawbones and return to me with them when you are done.||||||
30213|akanon|Welno_Tanlonikan|say|Yes, I just knew you'd see it my way,  $N. Anyway, welcome to our little part of Ak'Anon's underworld. We have to pay a high price to keep our small orgainzation hidden, which keeps us all busy around here. Now throw this on, and let's put you to work.||||||
30214|akanon|Welno_Tanlonikan|say|Here is that dagger I promised you  $N!||||||
30215|akanon|Windlebeck_Tobokog|say|To assemble a Plague warrior Breastplate you will need to obtain four bricks of crude bronze and smelt them in a forge with a Water Flask and this Crude Breastplate Mold. Once that is done combine the Crude Bronze Breastplate with a Coyote Pelt, a Rebel Clockwork Chest Plate, and a Rebel Clockwork Back Plate in the Mail Assembly Kit.||||||
30216|akanon|Windlebeck_Tobokog|say|Hail  $N! You must be one of Naygog's new soldiers. Naygog has asked me to help get you outfitted in a suit of armor to protect you from the weapons of our foes. I have assembled a kit for you that will allow you to construct the armor pieces once you have gathered the necessary components. The required components vary according to which piece of Plague Warrior Armor you are planning on assembling. Do you wish to craft a plague warrior helm, a plague warrior bracer, plague warrior gauntlets, plague warrior boots, plague warrior vambraces, plague warrior greaves, or a plague warrior breastplate.||||||
30217|akanon|Wuggan_Azusphere|say|Welcome to Library Mechanimagica. I am Master Magician Wuggan Azusphere. and I will help to teach you the ways of summoning. Here is our guild tunic, make us proud.||||||
30218|akanon|Xalirilan_Zarinokosalio|say|Bracers are a wise idea and will keep you well guarded young Celebus. To create your bracer material you will need to combine 1 Grikbar Kobold Scalps, 1 Plague Rat Tail, 1 Minotaur Scalp and a Cloth Wristband in your assembly kit. Once you have created the proper material take it to a sewing kit along with this pattern to fashion your very own Bracer of the Collective Initiate.||||||
30219|akanon|Xalirilan_Zarinokosalio|say|I knew you could do it! You have proven yourself worthy of your god and of your Guild! All the highest ranking officials of the Collective will surely hear of your good deeds. Upon studying these pages a bit further it seems it forms a book of incantations that will aid you in furthering your studies. Please take this magical book for I have learned all I can from it. Good luck!||||||
30220|befallen|#Sir_Ariam_Arcanum|say|Then deliver this to my family. I have my sisters token to thank for my survival in this form. Something in the magic of this persisted even as I truly wasted away buried alive near here.||||||
30221|befallen|skeleton_Lrodd|say|Search!! Find Windstream. Find the mallet!! One. Two. Three.||||||
30221|befallen|skeleton_Lrodd|spawn|36096|-637|-88|-66|127||
30222|beholder|Diggs_Duggun|emote|%s drinks one of the ales, burps loudly, then says 'By Brell's Beard! Yer a lifesaver, ya are! 'ere, take dis bone I've found 'ere in dis maze. Looks human ta me and I'm thinkin that a proper burial is in order. Freeport's the closest place dat has one o Marr's temples. I'm thinkin dis was one o' his Holy Knights by da look o' da tattered tunic I found it wrapped in. I'm thinkin Valeron might be havin an interest in it if you show that to him.'||||||
30223|blackburrow|Scout_Malityn|say|Oh my I am very thankful for these rations. I have been very hungry. Please send our teacher my regards and this report. Good luck!||||||
30224|burningwood|Atheling_Plague|spawnunique|87154|playerX|playerY|playerZ|||5
30224|burningwood|Atheling_Plague|yell|Excellent. You show signs of a true Iksar slayer. Too, bad I have already given the skull of the Sister of Scale to another. Perhaps you would like to meet him before he departs. Say hello, Doval.||||||
30225|burningwood|a_sarnak_imitator|say|I see that you have what I was waiting for. Stofo does do excellent work. It seems that you are to start on a long journey. Take this seal and it will guide you on your next step. Seek out the masters of enchantment. In time we will craft the Serpent for you. When you have collected the four parts of the staff, you must combine them in a bundle and return them to me.||||||
30225|burningwood|a_sarnak_imitator|say|Take this seal. You will need to show my seal to the other masters so that they may grant you the tools to complete your next tasks. When you have collected the four parts of the staff, you must combine them in a bundle for me. The other masters can provide the means to bundle them. Good luck and safe travel.||||||
30226|burningwood|a_sarnak_imitator|say|The path you trod was long and hard. Now you are worthy to bear the Serpent. Use it well.||||||
30227|burningwood|Entalon|say|Ha ha ha!! Fool! I have what I need. Now you are granted an audience with a noble sarnak lord, not my master. I am quite sure he shall do away with you. Ha ha ha!!||||||
30228|burningwood|Faelin_Bloodbriar|despawn|self||||||
30228|burningwood|Faelin_Bloodbriar|emote|%s smiles at you, then closes her eyes as she sets the gem 'Nature's Balance' into the crossguard and begins to channel her spirit into the sword. The ground rumbles loudly as she casts. She collapses in exhaustion after a short time. 'Take the blade, and perhaps you can finish this. You must strike at the heart of Innoruuk's lair. Bring a shattered gem and the mithril blade to Xanuusus. Only by weakening Innoruuk's grip over his realm can the balance of the land once again be restored. If we do not meet again,  $N, remember you always have my eternal thanks.'||||||
30229|burningwood|Naxot_Deepwater|despawn|self||||||
30229|burningwood|Naxot_Deepwater|say|Praise the Triumvirate! Natasha sent you just in time! Those twisted sarnak summoners are summoning Ixiblat Fer as we speak! We must stop Ixiblat Fer while he is still weak or all of Norrath may be set aflame! Please do me one more favor, should I perish to this beast of fire. Give this note to Natasha when you next see her, and if you should perish and I survive, I will make sure the waters never forget your reflections of your deeds this day.||||||
