zoneshortname|groupindex|wmogroupid
chardok|233|31484
chardok|234|31485
chardok|235|31486
chardok|236|31487
chardok|237|31488
cazicthule|110|31489
chardok|238|31490
chardok|239|31491
chardok|240|31492
chardok|241|31493
chardok|242|31494
chardok|243|31495
chardok|244|31496
chardok|245|31497
chardok|246|31498
chardok|247|31499
chardok|248|31500
chardok|249|31501
chardok|250|31502
chardok|251|31503
chardok|252|31504
chardok|253|31505
chardok|254|31506
chardok|255|31507
chardok|256|31508
chardok|257|31509
chardok|258|31510
cazicthule|111|31511
cazicthule|112|31512
cazicthule|113|31513
chardok|259|31514
chardok|260|31515
chardok|261|31516
chardok|262|31517
chardok|263|31518
chardok|264|31519
chardok|265|31520
cazicthule|114|31521
chardok|266|31522
chardok|267|31523
chardok|268|31524
chardok|269|31525
chardok|270|31526
chardok|271|31527
chardok|272|31528
chardok|273|31529
chardok|274|31530
chardok|275|31531
chardok|276|31532
chardok|277|31533
chardok|278|31534
chardok|279|31535
chardok|280|31536
chardok|281|31537
chardok|282|31538
chardok|283|31539
chardok|284|31540
chardok|285|31541
chardok|286|31542
chardok|287|31543
chardok|288|31544
chardok|289|31545
chardok|290|31546
cazicthule|115|31547
chardok|291|31548
chardok|292|31549
chardok|293|31550
chardok|294|31551
chardok|295|31552
chardok|296|31553
chardok|297|31554
chardok|298|31555
chardok|299|31556
chardok|300|31557
chardok|301|31558
chardok|302|31559
chardok|303|31560
chardok|304|31561
chardok|305|31562
chardok|306|31563
chardok|307|31564
chardok|308|31565
chardok|309|31566
chardok|310|31567
chardok|311|31568
chardok|312|31569
chardok|313|31570
chardok|314|31571
cazicthule|116|31572
chardok|315|31573
chardok|316|31574
chardok|317|31575
chardok|318|31576
chardok|319|31577
chardok|320|31578
chardok|321|31579
chardok|322|31580
chardok|323|31581
chardok|324|31582
chardok|325|31583
chardok|326|31584
chardok|327|31585
chardok|328|31586
chardok|329|31587
chardok|330|31588
chardok|331|31589
chardok|332|31590
chardok|333|31591
chardok|334|31592
cazicthule|117|31593
cazicthule|118|31594
cazicthule|119|31595
chardok|335|31596
chardok|336|31597
chardok|337|31598
citymist|9|31599
chardok|338|31600
chardok|339|31601
chardok|340|31602
chardok|341|31603
chardok|342|31604
chardok|343|31605
chardok|344|31606
chardok|345|31607
chardok|346|31608
chardok|347|31609
chardok|348|31610
chardok|349|31611
chardok|350|31612
chardok|351|31613
chardok|352|31614
chardok|353|31615
chardok|354|31616
cazicthule|120|31617
chardok|355|31618
chardok|356|31619
chardok|357|31620
chardok|358|31621
burningwood|15|31622
chardok|359|31623
chardok|360|31624
chardok|361|31625
chardok|362|31626
chardok|363|31627
chardok|364|31628
chardok|365|31629
chardok|366|31630
chardok|367|31631
chardok|368|31632
chardok|369|31633
chardok|370|31634
chardok|371|31635
chardok|372|31636
cazicthule|121|31637
chardok|373|31638
chardok|374|31639
chardok|375|31640
chardok|376|31641
chardok|377|31642
chardok|378|31643
chardok|379|31644
chardok|380|31645
chardok|381|31646
chardok|382|31647
chardok|383|31648
chardok|384|31649
chardok|385|31650
chardok|386|31651
chardok|387|31652
chardok|388|31653
cazicthule|122|31654
cazicthule|123|31655
cazicthule|124|31656
chardok|389|31657
chardok|390|31658
chardok|391|31659
chardok|392|31660
chardok|393|31661
chardok|394|31662
chardok|395|31663
chardok|396|31664
chardok|397|31665
chardok|398|31666
chardok|399|31667
chardok|400|31668
chardok|401|31669
chardok|402|31670
chardok|403|31671
chardok|404|31672
chardok|405|31673
chardok|406|31674
chardok|407|31675
chardok|408|31676
chardok|409|31677
chardok|410|31678
chardok|411|31679
chardok|412|31680
cazicthule|125|31681
chardok|413|31682
chardok|414|31683
chardok|415|31684
chardok|416|31685
chardok|417|31686
chardok|418|31687
chardok|419|31688
chardok|420|31689
chardok|421|31690
chardok|422|31691
chardok|423|31692
chardok|424|31693
chardok|425|31694
chardok|426|31695
chardok|427|31696
chardok|428|31697
chardok|429|31698
chardok|430|31699
chardok|431|31700
chardok|432|31701
cazicthule|126|31702
chardok|433|31703
chardok|434|31704
chardok|435|31705
chardok|436|31706
chardok|437|31707
chardok|438|31708
chardok|439|31709
chardok|440|31710
cazicthule|127|31711
cazicthule|128|31712
cazicthule|129|31713
chardok|441|31714
chardok|442|31715
cazicthule|130|31716
chardok|443|31717
chardok|444|31718
chardok|445|31719
chardok|446|31720
chardok|447|31721
chardok|448|31722
chardok|449|31723
chardok|450|31724
chardok|451|31725
chardok|452|31726
chardok|453|31727
chardok|454|31728
chardok|455|31729
chardok|456|31730
chardok|457|31731
chardok|458|31732
chardok|459|31733
chardok|460|31734
chardok|461|31735
chardok|462|31736
chardok|463|31737
chardok|464|31738
chardok|465|31739
chardok|466|31740
chardok|467|31741
chardok|468|31742
chardok|469|31743
chardok|470|31744
chardok|471|31745
chardok|472|31746
chardok|473|31747
cazicthule|131|31748
chardok|474|31749
chardok|475|31750
chardok|476|31751
chardok|477|31752
chardok|478|31753
chardok|479|31754
chardok|480|31755
chardok|481|31756
chardok|482|31757
chardok|483|31758
chardok|484|31759
chardok|485|31760
chardok|486|31761
chardok|487|31762
chardok|488|31763
chardok|489|31764
chardok|490|31765
chardok|491|31766
chardok|492|31767
chardok|493|31768
chardok|494|31769
chardok|495|31770
chardok|496|31771
chardok|497|31772
chardok|498|31773
chardok|499|31774
chardok|500|31775
chardok|501|31776
chardok|502|31777
chardok|503|31778
chardok|504|31779
chardok|505|31780
chardok|506|31781
cazicthule|132|31782
chardok|507|31783
chardok|508|31784
chardok|509|31785
chardok|510|31786
chardok|511|31787
chardok|512|31788
chardok|513|31789
chardok|514|31790
chardok|515|31791
chardok|516|31792
cazicthule|133|31793
cazicthule|134|31794
cazicthule|135|31795
chardok|517|31796
chardok|518|31797
chardok|519|31798
chardok|520|31799
chardok|521|31800
chardok|522|31801
chardok|523|31802
chardok|524|31803
chardok|525|31804
chardok|526|31805
chardok|527|31806
chardok|528|31807
chardok|529|31808
chardok|530|31809
chardok|531|31810
chardok|532|31811
chardok|533|31812
chardok|534|31813
chardok|535|31814
chardok|536|31815
cazicthule|136|31816
chardok|537|31817
citymist|10|31818
cobaltscar|0|31819
chardok|538|31820
chardok|539|31821
chardok|540|31822
chardok|541|31823
chardok|542|31824
chardok|543|31825
chardok|544|31826
chardok|545|31827
chardok|546|31828
chardok|547|31829
chardok|548|31830
chardok|549|31831
chardok|550|31832
chardok|551|31833
chardok|552|31834
chardok|553|31835
chardok|554|31836
chardok|555|31837
chardok|556|31838
chardok|557|31839
chardok|558|31840
chardok|559|31841
chardok|560|31842
cazicthule|137|31843
cobaltscar|1|31844
citymist|11|31845
chardok|561|31846
chardok|562|31847
chardok|563|31848
chardok|564|31849
cazicthule|138|31850
chardok|565|31851
chardok|566|31852
chardok|567|31853
chardok|568|31854
chardok|569|31855
chardok|570|31856
cazicthule|139|31857
chardok|571|31858
cazicthule|140|31859
cobaltscar|2|31860
cazicthule|141|31861
chardok|572|31862
cobaltscar|3|31863
cazicthule|142|31864
cazicthule|143|31865
chardok|573|31866
cazicthule|144|31867
cazicthule|145|31868
cobaltscar|4|31869
cazicthule|146|31870
cobaltscar|5|31871
cazicthule|147|31872
burningwood|16|31873
cazicthule|148|31874
cazicthule|149|31875
chardok|574|31876
cazicthule|150|31877
citymist|12|31878
cazicthule|151|31879
cobaltscar|6|31880
cazicthule|152|31881
citymist|13|31882
cobaltscar|7|31883
cazicthule|153|31884
cazicthule|154|31885
cazicthule|155|31886
cobaltscar|8|31887
cazicthule|156|31888
cobaltscar|9|31889
cazicthule|157|31890
cobaltscar|10|31891
cazicthule|158|31892
cobaltscar|11|31893
cazicthule|159|31894
cazicthule|160|31895
cazicthule|161|31896
cazicthule|162|31897
cobaltscar|12|31898
cazicthule|163|31899
cazicthule|164|31900
cobaltscar|13|31901
cazicthule|165|31902
cobaltscar|14|31903
cazicthule|166|31904
cobaltscar|15|31905
cobaltscar|16|31906
cazicthule|167|31907
cazicthule|168|31908
cazicthule|169|31909
cazicthule|170|31910
cazicthule|171|31911
cobaltscar|17|31912
cazicthule|172|31913
cazicthule|173|31914
cazicthule|174|31915
burningwood|17|31916
chardok|575|31917
cobaltscar|18|31918
cazicthule|175|31919
burningwood|18|31920
cazicthule|176|31921
cazicthule|177|31922
burningwood|19|31923
cazicthule|178|31924
cazicthule|179|31925
burningwood|20|31926
cobaltscar|19|31927
cobaltscar|20|31928
cazicthule|180|31929
cazicthule|181|31930
burningwood|21|31931
cazicthule|182|31932
cazicthule|183|31933
cobaltscar|21|31934
cazicthule|184|31935
cazicthule|185|31936
cazicthule|186|31937
cazicthule|187|31938
cobaltscar|22|31939
cazicthule|188|31940
cobaltscar|23|31941
cazicthule|189|31942
cazicthule|190|31943
cazicthule|191|31944
cazicthule|192|31945
cazicthule|193|31946
cazicthule|194|31947
chardok|576|31948
cazicthule|195|31949
cazicthule|196|31950
cazicthule|197|31951
commons|0|31952
cazicthule|198|31953
cazicthule|199|31954
cazicthule|200|31955
commons|1|31956
cazicthule|201|31957
cazicthule|202|31958
cazicthule|203|31959
cazicthule|204|31960
cazicthule|205|31961
cazicthule|206|31962
commons|2|31963
cazicthule|207|31964
cobaltscar|24|31965
cazicthule|208|31966
chardok|577|31967
cazicthule|209|31968
cazicthule|210|31969
cazicthule|211|31970
cazicthule|212|31971
commons|3|31972
cazicthule|213|31973
cazicthule|214|31974
chardok|578|31975
cazicthule|215|31976
chardok|579|31977
cazicthule|216|31978
cobaltscar|25|31979
cobaltscar|26|31980
cazicthule|217|31981
cazicthule|218|31982
cazicthule|219|31983
commons|4|31984
cazicthule|220|31985
cazicthule|221|31986
cazicthule|222|31987
cazicthule|223|31988
cazicthule|224|31989
cazicthule|225|31990
cazicthule|226|31991
cazicthule|227|31992
commons|5|31993
cazicthule|228|31994
cazicthule|229|31995
cazicthule|230|31996
cazicthule|231|31997
cazicthule|232|31998
cazicthule|233|31999
cazicthule|234|32000
cazicthule|235|32001
cazicthule|236|32002
cazicthule|237|32003
cazicthule|238|32004
cazicthule|239|32005
cazicthule|240|32006
cazicthule|241|32007
cazicthule|242|32008
cazicthule|243|32009
cazicthule|244|32010
cazicthule|245|32011
cazicthule|246|32012
cazicthule|247|32013
cazicthule|248|32014
cazicthule|249|32015
cazicthule|250|32016
cazicthule|251|32017
cazicthule|252|32018
crushbone|0|32019
cazicthule|253|32020
crushbone|1|32021
crushbone|2|32022
cazicthule|254|32023
crushbone|3|32024
cazicthule|255|32025
crushbone|4|32026
cazicthule|256|32027
crushbone|5|32028
cazicthule|257|32029
crushbone|6|32030
crushbone|7|32031
cazicthule|258|32032
crushbone|8|32033
crushbone|9|32034
cazicthule|259|32035
crushbone|10|32036
cazicthule|260|32037
cazicthule|261|32038
crushbone|11|32039
cazicthule|262|32040
crushbone|12|32041
cazicthule|263|32042
crushbone|13|32043
dalnir|0|32044
crushbone|14|32045
cazicthule|264|32046
dalnir|1|32047
crushbone|15|32048
dalnir|2|32049
crushbone|16|32050
cazicthule|265|32051
crushbone|17|32052
cazicthule|266|32053
dalnir|3|32054
crushbone|18|32055
cazicthule|267|32056
crushbone|19|32057
dalnir|4|32058
cazicthule|268|32059
crushbone|20|32060
crushbone|21|32061
cazicthule|269|32062
crushbone|22|32063
crushbone|23|32064
cazicthule|270|32065
crushbone|24|32066
crushbone|25|32067
cazicthule|271|32068
crushbone|26|32069
crushbone|27|32070
cazicthule|272|32071
crushbone|28|32072
cazicthule|273|32073
crushbone|29|32074
cazicthule|274|32075
crushbone|30|32076
cazicthule|275|32077
cazicthule|276|32078
crushbone|31|32079
cazicthule|277|32080
cazicthule|278|32081
dalnir|5|32082
crushbone|32|32083
cazicthule|279|32084
cazicthule|280|32085
cazicthule|281|32086
cazicthule|282|32087
cazicthule|283|32088
cazicthule|284|32089
cazicthule|285|32090
cazicthule|286|32091
crystal|0|32092
cazicthule|287|32093
dalnir|6|32094
cazicthule|288|32095
cazicthule|289|32096
crushbone|33|32097
cazicthule|290|32098
cazicthule|291|32099
cazicthule|292|32100
cazicthule|293|32101
cazicthule|294|32102
crystal|1|32103
cazicthule|295|32104
cazicthule|296|32105
cazicthule|297|32106
cazicthule|298|32107
cazicthule|299|32108
cazicthule|300|32109
cazicthule|301|32110
cazicthule|302|32111
crystal|2|32112
cazicthule|303|32113
cazicthule|304|32114
cazicthule|305|32115
cazicthule|306|32116
crushbone|34|32117
cazicthule|307|32118
cazicthule|308|32119
crystal|3|32120
cazicthule|309|32121
cazicthule|310|32122
cazicthule|311|32123
cazicthule|312|32124
cazicthule|313|32125
cazicthule|314|32126
cazicthule|315|32127
cazicthule|316|32128
crystal|4|32129
cazicthule|317|32130
cazicthule|318|32131
cazicthule|319|32132
cazicthule|320|32133
cazicthule|321|32134
cazicthule|322|32135
cazicthule|323|32136
cazicthule|324|32137
droga|0|32138
droga|1|32139
droga|2|32140
droga|3|32141
cazicthule|325|32142
droga|4|32143
droga|5|32144
droga|6|32145
droga|7|32146
droga|8|32147
droga|9|32148
droga|10|32149
droga|11|32150
droga|12|32151
droga|13|32152
droga|14|32153
droga|15|32154
droga|16|32155
droga|17|32156
droga|18|32157
droga|19|32158
droga|20|32159
droga|21|32160
droga|22|32161
droga|23|32162
droga|24|32163
droga|25|32164
droga|26|32165
droga|27|32166
droga|28|32167
droga|29|32168
droga|30|32169
droga|31|32170
droga|32|32171
droga|33|32172
droga|34|32173
droga|35|32174
droga|36|32175
droga|37|32176
droga|38|32177
droga|39|32178
droga|40|32179
droga|41|32180
droga|42|32181
droga|43|32182
droga|44|32183
droga|45|32184
droga|46|32185
droga|47|32186
cazicthule|326|32187
droga|48|32188
droga|49|32189
droga|50|32190
droga|51|32191
droga|52|32192
droga|53|32193
droga|54|32194
droga|55|32195
droga|56|32196
droga|57|32197
droga|58|32198
droga|59|32199
droga|60|32200
droga|61|32201
droga|62|32202
droga|63|32203
droga|64|32204
droga|65|32205
droga|66|32206
droga|67|32207
droga|68|32208
droga|69|32209
droga|70|32210
droga|71|32211
droga|72|32212
droga|73|32213
droga|74|32214
droga|75|32215
droga|76|32216
droga|77|32217
droga|78|32218
droga|79|32219
droga|80|32220
droga|81|32221
droga|82|32222
droga|83|32223
cazicthule|327|32224
droga|84|32225
droga|85|32226
droga|86|32227
droga|87|32228
droga|88|32229
droga|89|32230
droga|90|32231
droga|91|32232
droga|92|32233
droga|93|32234
droga|94|32235
droga|95|32236
droga|96|32237
droga|97|32238
droga|98|32239
droga|99|32240
droga|100|32241
crystal|5|32242
droga|101|32243
droga|102|32244
droga|103|32245
droga|104|32246
droga|105|32247
cazicthule|328|32248
droga|106|32249
droga|107|32250
droga|108|32251
droga|109|32252
droga|110|32253
droga|111|32254
droga|112|32255
droga|113|32256
droga|114|32257
droga|115|32258
droga|116|32259
droga|117|32260
droga|118|32261
droga|119|32262
droga|120|32263
droga|121|32264
droga|122|32265
droga|123|32266
droga|124|32267
droga|125|32268
droga|126|32269
droga|127|32270
dreadlands|0|32271
droga|128|32272
droga|129|32273
droga|130|32274
droga|131|32275
droga|132|32276
droga|133|32277
droga|134|32278
droga|135|32279
droga|136|32280
droga|137|32281
droga|138|32282
droga|139|32283
droga|140|32284
droga|141|32285
cazicthule|329|32286
droga|142|32287
droga|143|32288
droga|144|32289
droga|145|32290
droga|146|32291
droga|147|32292
droga|148|32293
droga|149|32294
droga|150|32295
droga|151|32296
droga|152|32297
droga|153|32298
droga|154|32299
droga|155|32300
droga|156|32301
droga|157|32302
droga|158|32303
droga|159|32304
droga|160|32305
droga|161|32306
droga|162|32307
droga|163|32308
droga|164|32309
droga|165|32310
droga|166|32311
droga|167|32312
eastkarana|0|32313
cazicthule|330|32314
cazicthule|331|32315
eastkarana|1|32316
cazicthule|332|32317
cazicthule|333|32318
cazicthule|334|32319
crystal|6|32320
cazicthule|335|32321
droga|168|32322
cazicthule|336|32323
cazicthule|337|32324
dreadlands|1|32325
cazicthule|338|32326
cazicthule|339|32327
cazicthule|340|32328
crystal|7|32329
cazicthule|341|32330
eastkarana|2|32331
cazicthule|342|32332
cazicthule|343|32333
cazicthule|344|32334
cazicthule|345|32335
cazicthule|346|32336
cazicthule|347|32337
cazicthule|348|32338
cazicthule|349|32339
cazicthule|350|32340
cazicthule|351|32341
cazicthule|352|32342
cazicthule|353|32343
dreadlands|2|32344
cazicthule|354|32345
eastkarana|3|32346
cazicthule|355|32347
droga|169|32348
cazicthule|356|32349
cazicthule|357|32350
droga|170|32351
crystal|8|32352
cazicthule|358|32353
cazicthule|359|32354
cazicthule|360|32355
cazicthule|361|32356
cazicthule|362|32357
cazicthule|363|32358
cazicthule|364|32359
cazicthule|365|32360
cazicthule|366|32361
eastkarana|4|32362
cazicthule|367|32363
cazicthule|368|32364
eastkarana|5|32365
cazicthule|369|32366
droga|171|32367
eastkarana|6|32368
cazicthule|370|32369
eastkarana|7|32370
eastkarana|8|32371
cazicthule|371|32372
eastkarana|9|32373
cazicthule|372|32374
eastkarana|10|32375
crystal|9|32376
cazicthule|373|32377
cazicthule|374|32378
cazicthule|375|32379
cazicthule|376|32380
cazicthule|377|32381
eastkarana|11|32382
cazicthule|378|32383
eastkarana|12|32384
droga|172|32385
eastkarana|13|32386
cazicthule|379|32387
eastkarana|14|32388
cazicthule|380|32389
cazicthule|381|32390
dreadlands|3|32391
eastkarana|15|32392
cazicthule|382|32393
crystal|10|32394
cazicthule|383|32395
cazicthule|384|32396
cazicthule|385|32397
cazicthule|386|32398
eastkarana|16|32399
cazicthule|387|32400
eastkarana|17|32401
cazicthule|388|32402
cazicthule|389|32403
cazicthule|390|32404
cazicthule|391|32405
cazicthule|392|32406
cazicthule|393|32407
cazicthule|394|32408
droga|173|32409
crystal|11|32410
cazicthule|395|32411
cazicthule|396|32412
cazicthule|397|32413
cazicthule|398|32414
eastkarana|18|32415
crystal|12|32416
cazicthule|399|32417
cazicthule|400|32418
cazicthule|401|32419
cazicthule|402|32420
crystal|13|32421
cazicthule|403|32422
cazicthule|404|32423
cazicthule|405|32424
cazicthule|406|32425
cazicthule|407|32426
eastkarana|19|32427
cazicthule|408|32428
cazicthule|409|32429
cazicthule|410|32430
crystal|14|32431
cazicthule|411|32432
droga|174|32433
cazicthule|412|32434
cazicthule|413|32435
droga|175|32436
cazicthule|414|32437
droga|176|32438
dreadlands|4|32439
cazicthule|415|32440
cazicthule|416|32441
cazicthule|417|32442
eastkarana|20|32443
eastkarana|21|32444
cazicthule|418|32445
cazicthule|419|32446
cazicthule|420|32447
cazicthule|421|32448
crystal|15|32449
cazicthule|422|32450
cazicthule|423|32451
cazicthule|424|32452
cazicthule|425|32453
cazicthule|426|32454
crystal|16|32455
crystal|17|32456
eastkarana|22|32457
crystal|18|32458
cazicthule|427|32459
cazicthule|428|32460
cazicthule|429|32461
cazicthule|430|32462
cazicthule|431|32463
cazicthule|432|32464
cazicthule|433|32465
cazicthule|434|32466
cazicthule|435|32467
crystal|19|32468
crystal|20|32469
crystal|21|32470
cazicthule|436|32471
dreadlands|5|32472
cazicthule|437|32473
crystal|22|32474
crystal|23|32475
crystal|24|32476
cazicthule|438|32477
cazicthule|439|32478
cazicthule|440|32479
crystal|25|32480
cazicthule|441|32481
cazicthule|442|32482
cazicthule|443|32483
crystal|26|32484
crystal|27|32485
crystal|28|32486
crystal|29|32487
cazicthule|444|32488
