name|text
AKAProject|--Project - Tourists Beware!--``A Lobal Postugger Manifesto`-editing done by`Lobal's Missus```The filth of Norrath has been floodin into the gates of Ak`Ankon for long enough. No longer will we stand by and watch as over-sized and under-intelligent creatures fill our halls and buildings and steal our air and stank up the place.  We been watchin as our Watchmen have been terrorized and our clockworks been bashed apart.`These gangly terrors are the same ones that come into our fair city and try to sell us their garbage and trinkets.  WELL NO MORE!``The Deep Muses, lead by the Dreaded Scourge, Lobal Postugger, are liberatin the city of Ak'Anon.  We are going to implement a strategic three-pronged plan to drive the nasty creatures from our town.  The three steps are as follows.  Keep them secret.  The future of Ak'Anon depends on you!`-- --`Step 1.  Get the plans for Type XII-b Devices from Gimzol Grimgear and then return this book to me to show that you are ready for step two.`-- --`Step 2.  Create enough Type XII-b Devices to blow up all six of the Guide Clockworks that can be found in Ak'Anon.  Take the devices and place them in the bag that I gave you.`-- -- `Step 3.  Place the Type XII-b Devices in each of the clockworks and then place the Old Clockwork parts in the bag that I gave you.  Once the bag is filled, lock the hasp on the bag and bring it back to me.  That will show me that we are ready to begin the liberation of Ak'Anon.`-- -- `Step 4. -tentative- Build a lockable door at the Ak'Anon entrance and don't give anyone that looks 'untrustworthy' the key.`-- --````The goal here is to destroy all of those helpful Guide Clockworks.  This should leave any tourist completely confused and unable to find their way around our town.  Given the complex layout of town, any tourists that come in should become discouraged at their inability to find anything and leave immediately.``We will be free soon.  Follow these instructions and be one of the heroes of Ak'Anon.
AKAProject2|Gizmol's notes:`---  ---  ---  --- ---``To create a Type XII-b Device you will need to get an Airtight Cog Box from a Muckscrubber Unit.  This box will contain the device.  Combine 1 bottle of Firewater, some Metal Twine, a W.R.U. and a regular bandage from any merchant.  The Working Remote Unit can be found in some of the rogue cleaners that roam Steamfont.``Combine the components in the Airtight Cog Box and you should have no problem creating a Type XII-b Device.  Take care not to drop the device once you have put it together and sealed it.``The device has the power to burn all of the flesh from your bones in a matter of seconds.  Take care and have fun.``-Gizmol, Gadgeteer of Chaos
AKARecbk1|Cover Page``Ultra-Dubble-TOP SECRET!!!``Shhhhhhh!!!!!!!!````````-----------Turn the page````````````Operation - `Greasing the Wheels of Justice```````````-- -- -- -- -- -- -- -- -- -- `Project Receipt Book``-Sign Below-`-- -- -- -- -- -- -- -- -- --``1. Watchman Halv``
AKARecbk2|Cover Page``Ultra-Dubble-TOP SECRET!!!``Shhhhhhh!!!!!!!!````````-----------Turn the page````````````Operation - `Greasing the Wheels of Justice```````````-- -- -- -- -- -- -- -- -- -- `Project Receipt Book``-Sign Below-`-- -- -- -- -- -- -- -- -- --``1. Watchman Halv`-signed Halv``2. Watchman Prynn`
AKARecbk3|Cover Page``Ultra-Dubble-TOP SECRET!!!``Shhhhhhh!!!!!!!!````````-----------Turn the page````````````Operation - `Greasing the Wheels of Justice```````````-- -- -- -- -- -- -- -- -- -- `Project Receipt Book``-Sign Below-`-- -- -- -- -- -- -- -- -- --``1. Watchman Halv`-signed Halv``2. Watchman Prynn`-signed Prynn``3.Watchman Dreeb
AKARecbk4|Cover Page``Ultra-Dubble-TOP SECRET!!!``Shhhhhhh!!!!!!!!````````-----------Turn the page````````````Operation - `Greasing the Wheels of Justice```````````-- -- -- -- -- -- -- -- -- -- `Project Receipt Book``-Sign Below-`-- -- -- -- -- -- -- -- -- --``1. Watchman Halv`-signed Halv``2. Watchman Prynn`-signed Prynn``3.Watchman Dreeb`-signed Dreeb
AKARogGM01|Since you have not the money you owe me, I have thought of a little, shall we say, a little deal.  I have decided to let you work off your debt to me. . .as you have nothing of value for me to take anyway.  Return this note to me, and we shall work out the details of your service.       - Welno Tanlonikan
AKAWarGM01|#NAME?
AKAWizGM01|Welcome to the Library Mechanimagica.  Take this Registration Letter to Tobon Starpyre, Master Wizard of the Eldritch Collective.  He will get you started with your new studies and training.
AKHBook1|"I begin to wonder if I'll ever`make it out of here with my `soul intact.  Each day the `shades seem to tear a piece of`my soul away.  The rest of my `party also seems to be `effected by our travels `through the ruins.  Bauric `seems especially troubled by `our time here.  He keeps `playing with the robes that `the shades leave behind when `we kill them, although ""Kill"" `isn't very accurate.  They `simply seem to fade into the `stone floors when they're `weakened.  Bauric insists on `carrying all the lengths of `material that they leave.  I `refuse to touch them. There is`something unnatural about the `essence of these ghosts.  I `have little choice as to our `supply of food however.  The `Centi is barely tolerable even`when drenched in sauce and `spices.  I can't even bare to `watch Bauric eat the stew he `makes with the toes.  I'd tell`him not to waste the milk and `spices, but it seems to give `him energy and determination. `Something I have very little `of left."
AKHBook2|Bauric has gone completely `insane now.  Yesterday we were`attacked by some kind of worm `like creature.  The smaller `ones weren't too much trouble `but the larger ones nearly `overcame us.  Perhaps my time `in the ruins has played with `my sanity, but I would have `sworn that I could feel the `worm's presence in my mind.  `Stealing my essence and my `sanity.  I am now almost `certain that I'll never make `it out of here with my `humanity.  Sometimes I hear a `great rumbling beneath the `stone floors, as if some great`beast is moving beneath the `earth.  ``Bauric has taken to sewing the`hides of the giant worms on to`the material from the shades. `He has nearly an entire set of`clothing made from them now.  `How he can stand to touch the `hides I'll never know.
Alc1|"Dearest Allyssa,`    I'm writing to you to`say that I am well. I have`reached Halas and met the`local medicine man (or`""Shaman"" as he refers to`himself). He's a rough sort,`but has a good nature, and`his manner with those who`are brought to him is as fine`and caring as I would hope`for from any of my students.`Convincing him to allow me`to study his use of herbs and`potions has been difficult in`the extreme. To his people,`he is as much a member of the`clergy as any Priest of`Mithaniel Marr is to us, and`his treatments are deeply`held as sacred mysteries. We`spent a full night of eating`and drinking (these barbar-`ians are a rough lot) without`success, although he seemed`impressed that a ""city man""`could match his pace at`imbibing.``Indeed, I had almost des-`paired of doing so until the`next morning. Waking with a`severe headache from my`excesses the night before, I`blearily made my way from my`hut to meet him. Initially`amused at my state, he threw`a dried rat ear and a root I`recognized as alkanet (a`general folk remedy chewed`for aches in these parts)`into a medicine bag and pro-`ceeded to pulp the root to a`liquid.  Pouring the noisome`concoction into a mug, he`handed it to me. Not wishing`to appear effete, I drank`readily (if without enthu-`siasm) and a more disgusting`flavor is hard to imagine.`However, my pains left me`entirely within seconds, as`did any remaining intox-`ication.``He told me that he had`developed this ""Somber`Origins"" so that he could`recover his sobriety quickly`in order to treat unexpected`patients on feast nights,`when young bravos are prone`to fighting. With a wink, he`also confided that those same`young men were quite fond of`his ""Charming Deceit"", an`unlikely combination of un-`dead froglok tongue and`mugwart, which aided them in`impressing the ladies of the`village.`Please write and tell me you`are well.`    Your Jonas"
Alc2|"Dearest Allyssa,``    I was overjoyed to`receive your letter, but dis-`mayed yet again over the`words your father had for me.`My resolve to learn pharma-`copoeial skills to make me a`prestigious consultant and worthy`of your hand in his eyes has`only redoubled.``My education proceeds, as my`host allows me to observe his`treatments and preparations.`Today a party of hunters`came. They were preparing for`a long expedition to the Icy`Plains. Apparently these are`as frigid as they sound, as`the group was dressed in warm`furs, even though these same`men face the frozen avenues`of Halas in no more than a`kilt and a pair of boots.``I was reminded of just how`chill this was as I was sent`out to the shops to find`certain leaves and skins`(cold enough to wrap myself`in uncured skins). When`I returned, my mentor`arranged these on his bench`where a couple of jars had`been already opened. I`watched with interest as he`proceeded.``First he removed a multi-`colored faerie wing (I`forbore asking how he got it)`and combined it with`Yebamante to create what he`referred to as ""Troll's`Essence"". I asked why it was`called that when there was no`part of a troll in it, he`said it was just how it had`come to be called. Apparently`this brew enhances the`martial skills and con-`stitution of those who take`it.``Reucoat's leaves were matched`with an odoriferous piece of`zombie flesh, to create`""Spurn Affliction.""  Somehow`the Reucoat reversed the`effect of the putrid flesh,`actually armoring the drinker`against disease.``Then a piece of wolf skin of`the highest quality was cut`from the hide, and combined`with sticklewort. The`resulting ""Wolves Blood"" was`apparently intended as an`energizer, reducing the need`to rest from strenuous`activity. Certainly hunting`in these climes is always`strenuous.``I am sure that the skills I`am learning will serve me`well, and look forward eagerly`to your next letter.`    Your Jonas"
