id|emoteid|event|type|text
479|286|1|0|Come and feel the blade of the Dark Bargainers.
480|286|3|0|The death of a Dark Bargainer never goes unnoticed!
481|287|1|0|May the unholy peace of Innoruuk be with you!!
482|287|3|0|Start digging your grave.  The Indigo Brotherhood shall find you.
483|287|9|0|Hardly a worthy adversary.  A member of the Indigo Brotherhood deserves a much better opponent.
485|288|1|0|Say your prayers.  Death approaches!!
486|289|1|0|Come and feel the blade of the Dark Bargainers.
487|289|3|0|Start digging your grave.  The Indigo Brotherhood shall find you.
488|289|9|0|Hardly a worthy adversary.  A member of the Indigo Brotherhood deserves a much better opponent.
490|290|1|0|And to think I thought it was safe to live in the plains.
491|290|2|0|Karana shall guide the Knights of Thunder to avenge the death of one of his flock.
492|291|4|0|Hail. traveler!  It is good to see new faces in our fishing village.  I am Brenzl McMannus.  I am quite talented with wood and string.  I sell the finest nets and bows in the land. Have a glance.
493|292|1|0|Prime Healer!!  Guide me to victory!!
494|292|3|0|Your name has been stricken from the book of the Prime Healer!!  I shall be avenged!
495|293|1|0|Let me release your soul.
496|293|3|0|Your destiny lies at the hands of the Greenbloods.
498|295|3|0|Your act of murder will not go unnoticed by the Unkempt Druids or nature itself!!
499|295|7|2|Come out of that house, Linaya Sowlin!! I am waiting! It is time for you to die!
500|296|1|0|Rodcet Nife!!  Give me strength to smite your foe!!
501|296|3|0|Your name has been stricken from the book of the Prime Healer!!  I shall be avenged!
502|297|4|0|Welcome. traveler. Have I informed you about the travel tax?
503|298|4|0|How are you? You'd better have a good reason for bothering me. I am a busy man.
505|300|4|0|Gree.. .. tings. How are you? Don't get too close to me. I have come down with something bad..
506|301|1|0|Tra la la.  In the name of the Dark Reflection, you will die now.
507|301|3|0|Tra la . . . Oh . . . Rats . . .
508|301|9|0|Ha haa!  Told you!
510|302|1|0|Karana, protect me in battle!!
511|302|3|0|Karana shall guide the Knights of Thunder to avenge the death of one of his flock.
512|303|1|0|You shall not win this battle!!  Guards!!
513|303|3|0|Karana shall guide the Knights of Thunder to avenge the death of one of his flock.
514|304|1|0|AARRGHHH!!!!!  Into the fray come the Wolves of the North.  Cut you down, I will!!
515|304|3|0|You fool!!  My brothers and sisters of the Wolves of the North shall hunt you down!  You.. are.. through..
516|305|1|0|Halt!  You are an enemy of the people of Qeynos!  Stop in the name of Antonius Bayle and prepare for punishment!
517|306|1|0|Prepare to meet my iron toe!
518|307|1|0|You have trespassed long enough on Sabertooth land!
519|307|7|2|<BBBBBAAAARRRKKKK!!!!!> You humans will pay for ruining our homeland!! GRRRRRRRR!!!! Family Darkpaw of the Sabretooth Clan will slay you all!! <BARK!>
520|308|1|0|I can take on a whole pack of wolves. You will not be as much trouble.
521|309|1|0|Leave this land now!
522|310|1|0|Grrrrr!! You'd best run! If Gnasher dies, more than Sabertooths will be after you.
523|310|3|0|Uuungghh!! You fool. Gnasher have human friends. They not be happy.. Bash you!!
524|311|1|0|Never fear!! Guard Cheslin is here!! Die, foul beast!
525|311|3|0|The Qeynos Guards shall avenge me. You just wait and see!
526|311|9|0|Another victory for the Qeynos Guards and the mighty Cheslin, master swordsman!!
528|312|1|0|Ah.. Though you appear so puny, I'm sure your flesh will make good bait!
529|312|3|0|Arrrhhh..  The Merchants of Qeynos.. are many.. and powerful.. ..you won't get away.. with.. this.. hor.. orr.. rible.. .. ..
530|313|1|0|Ooh... Aaah!! No! Please! Ouch.... Aarghhhhh!
531|313|3|0|My comrades will avenge my death.
532|314|1|0|Blast!! Another one to be tested!! My work is never done.
533|315|1|0|You will regret your actions.
534|315|3|0|My comrades will avenge my death.
535|316|1|0|I will have to teach you to respect Tunare.
536|316|3|0|My comrades will avenge my death.
537|317|1|0|You have much to learn.
538|317|3|0|My comrades will avenge my death.
539|318|1|0|The power of Underfoot shall smite thee!!
540|319|1|0|Invade our home, kill our young?  It is on a spike your head will be hung!
541|319|3|0|I tried my best, yet now I am dead.  It looks as if you will keep your head.
542|320|1|0|You invade my realm, and you kill my vassals!  For that I shall strip your flesh, and wear it as tassels.
543|320|3|0|I am dead, this is true.  But at least my stupid rhymes are through!
544|321|1|0|You can run, but I can hide.  Turn your back, find you have died!
545|321|2|0|Ugly creature, I stare at your feet.  It seems my end I am about to meet.
546|322|1|0|Who is this creature in my view?  I do not care, I will just run it through!
547|322|3|0|"Flarglegrump ak murgledoo!  That is Goblin for ""I hate you!"""
548|323|1|0|You are ugly, there is no doubt.  I think I will poke your eyeballs out!
549|323|3|0|Was it because I called you ugly?
550|324|1|0|I wiggle my fingers, I wave my hands.  Your name shall be forgotten in all the lands!
551|324|2|0|I wiggled my fingers and waved my hands.  But there is no glory in failed last stands!
552|325|1|0|Spirits and elders, guide my hand.  This tasty fool has invaded our land!
553|325|2|0|Omens and portents, the entrails were true.  I would meet my fate to someone like you.
554|326|1|0|Click...whir...whir...click!
555|327|1|0|Die by lava - Die by flame - Fire Peak goblins kill and maim.
556|328|1|0|<BBAAaaaaarrrkkk!!>  Your head will make an RRRex-rrex-excellent addition to my collection!
557|328|3|0|This act ag-GRRR-grr-ainst the Splitpaws will not go without retribution.. mark.. my.. words..
558|329|1|0|What foolishness is this?!  Erollisi will not approve of your actions!!
559|329|3|0|The Priests of Marr will not overlook my death.  I pity you.
560|330|1|0|Hail.. Prime.. Healer!!
561|330|3|0|Temple.. Life.. Get you!!  Yes..
562|330|4|0|Follow path of life. Rodcet Nife is only true way.
563|331|1|0|Die, like the fool you are!
564|331|3|0|Bertoxxuloussss.. shall find you.
565|332|1|0|Leave my lands or die!!  So says Husam the Great!!
566|333|1|0|I shall turn you inside out!!
567|333|3|0|Aaarrghh!!  The Deathfist shall hunt you down.  My death will not go unnoticed.
568|334|1|0|Die, you vile beast!!
569|335|1|0|<Snort!!>..  Death to you! Meldrath commands!!
570|336|1|0|Click..  Inferior being.  Red 5 shall exterminate.
571|336|2|0|Scrap..  Red 5 shall salvage for parts.
572|337|4|0|Glad to meet you. Our Cargo Clockwork is marvelous, no?
573|338|1|1|growls viciously and charges into battle with an echoing howl.
574|339|1|0|Grrrr...fool, you shall soon regret trespassing in the tunnels of our ancestors!!
575|340|1|0|Bend before the might of Cazic Thule!
576|341|4|0|I am sorry friend but my duties prevent me from conversing. There are others that will gladly greet you and introduce you to the customs of our society.
577|342|7|0|Your efforts are most brave. The realm of spirits is in constant danger these days. Mortals are tampering with the balance more and more often. Learn from these battles and make note of the importance of balance. The task that you complete this day may mock you in the days to come if you do not heed its lesson. Take care, my friend.
578|343|1|0|Ribbit!!..  The master commands your death!!
579|344|7|1|sits motionless for a moment, as if pondering its location. Its form turns to water and slowly begins to melt away.
580|345|1|0|I'll have to admit you've got guts!  I'll be decoratin' my throneroom with them!
581|346|1|0|You dare to wage war in this holy place!?  By the powers of Brell I shall not let you.  Watchers, to my aid!
582|347|1|0|Invaders!!  To arms, my fellow guardsmen!  Defend the Keep!  Protect the Dain!
583|348|1|0|Royal guards of Icewell Keep to my aid!!  Someone is trying to breach the forbidden door!
584|349|1|0|Bash 'n Smash!  Smash 'n Bash!  Now ur face are luk like trash!
585|350|1|0|Prepare to die, infidel!!
586|351|1|0|I will crush you for the master.
587|352|1|0|I will smash you to bits now!
588|353|1|1|lunges at you.
589|354|1|0|By the bidding of my master I will slay you.
590|355|1|0|All outlanders must be cleansed.  So is the will of Velketor!
591|356|1|1|lashes out with its tentacles.
592|357|1|0|I will destroy all outlanders for the master!
593|358|1|1|howls and lunges.
594|359|1|1|begins flailing wildly.  'You no match for me!!  Me great goblin fighter!! Me punch and kick your head in!!'
595|360|1|0|Oh great Veeshan, give this worn shell strength, for I do battle this day in your name!
596|360|3|0|Well now, look what you have done here!  Dead I am, as I knew I would be, if not a bit sooner than I would have liked.. But a rotting carcass upon the ground is no fit end for a Dragon.  Grant me this boon, take my heart and hurl it into the fire in the Necropolis, so that my ashes may fly free.
597|361|1|0|WHAT YOU DONE TO MY KID!?! ME SQUASH YOU!!!!
598|361|3|0|ARGH!!!... Broon? Broon? That you? What all this bright light? I coming son. argh.. argh.. Don't cry.. Poppa here now.. argh..
599|362|3|0|Damn you! This was going so well until you showed up!
600|362|7|0|I've gotta stop Gragbar before he turns in that report!
601|363|1|1|glares at you, its thoughts entering your mind. 'Your intrusion will be met with force.'
602|364|1|1|howls into the air as if in call for its brothers.
603|365|1|1|runs at you full force, its body ready to crush into you.
604|366|1|1|roars and charges.
605|367|1|1|roars and swings its mighty claws at your head.
606|368|1|1|wraps its vines around your legs and attacks.
607|369|1|2|Creations of Tunare, your help is needed!
608|370|1|1|clicks and buzzes. 'Ungawa!  Oogala! Dogo dogo!'
609|371|1|1|growls and pounces, its claws flying back and forth.
610|372|1|2|Entoling hordes, come to me now!
611|373|1|0|Foolish mortal.  Our trees have ived longer than your race.  You will fall.
612|374|1|0|We will use your body to grow new trees!
613|375|1|2|Invaders! Kill and crush, claw and tooth! Drive them back!
614|376|1|1|blinks into being.  Its vengeful thoughts slam into your mind like a hammer.
615|377|1|0|Kinidai!  Spears up, drive them out!
616|378|1|2|Sylvan protectors, the glades call for your aid!
617|379|0|1|growls as it races away.
618|379|1|0|We will use your body to grow new trees!
619|380|1|0|None shall pass...
620|381|1|2|Undogo, oldogo, gaba, daga!
621|382|1|2|Spirits of the groves, you are needed now!
622|383|1|2|Inhabitants of the forests, come to my side!
623|384|1|0|Come!!  Let me flay your skin!!
624|385|1|0|Your days have come to an end!!
625|385|3|0|You have earned the vengeance of Faydark's Champions.
626|386|1|0|The power of the Eldritch Collective shall put an end to your vile life.
627|386|3|0|The entire Eldritch Collective shall feel the vibrations of my passing.  They will know of your foul deed.
628|387|3|0|My comrades will avenge my death.
629|387|7|2|To arms! Fend off the intruders and halt their attempts to proceed any further!
630|388|7|2|Don't just stand there! Attack the invaders! Overwhelm them!
631|389|2|1|staggers forward a step and gasps before collapsing in a heap.
632|389|7|2|Don't just stand there! Attack the invaders! Overwhelm them!
633|390|1|0|None will desecrate the plains...
634|391|1|0|Food for the circle of life.  Your blood will make the trees and the cats grow strong.
635|392|1|1|charges at you with its razor sharp horn lowered.
636|393|1|0|We have been awakened, the Ancients deem our service necessary.
637|393|3|0|Our service now ends, but we are everlasting and one will replace us.
638|394|1|0|Our slumber has been disturbed, the use of arcane tools is authorized.
639|394|3|0|The arcane might has failed us, we are many and you are few, death is imminent.
640|395|1|0|One has been engaged, it will exterminate the intruders.
641|395|3|0|Death is meaningless to one such as this, there will be more.
642|396|1|0|Trespasser, your death will come swiftly in open arms.
643|396|3|0|This one's death has been requisitioned, another is needed.
644|397|1|0|This one has been assaulted, it goes now to eliminate its enemies.
645|397|3|0|A new one has been slain Progenitor, a replacement is needed.
646|398|1|0|Your presence here is sacrilege!  You will feel the power that dragon kin wields!
647|398|3|0|What is this atrocity?  Ancients forgive me, for I have failed in your presence.
648|399|1|3|The spectre's eye sockets glow red with contempt as it strikes at you.
649|400|1|0|Of dragon kin I come at thee, now is time for you to flee!
650|400|3|0|Life is lost, how can this be?  It was you who was to die, not me!
651|401|1|0|Clearly you have made it far, however now it is time for your bones to char.
652|402|1|0|Welcome to pain, the second of three.  You have dealt with the first one, now you deal with me.
653|402|3|0|My my, you have strength, I was not aware, however there is one more that to you will bear.
654|403|1|0|Only now in the end do you understand why it was I who would fly here, now you die.
655|403|3|0|You have raided the tomb, and for that you will pay, today is the day you will play in the fray.
656|404|1|1|lets out a piercing roar as it charges!
657|405|1|2|One has been engaged, reinforcements come forth and eliminate this threat!
658|405|3|2|Foolish mortals, this one is but one of many, you will not survive the rest!
659|406|2|0|Lord Innoruuk, I have failed you. Forgive me and spare me from service to your undead minions in this world!
660|407|1|0|Dare ye defy the pirates of gunthak?!
661|407|3|0|A pox upon yer kind ye scurvy dog!
662|408|1|1|lets out an angry buzz and moves in to attack.
663|408|3|1|falls from the air and lies limply on the ground.
